smiles,type,temp,pCMC,AW_ST_CMC,Gamma_max,Area_min,Pi_CMC,pC20,fold,split,SMILES,pC20_normalised,pCMC_normalised,SMILES_canonical,SurfTen,MolLogP,true_composite
CCCCCCCC[N+](C)(C)CC(O)COCCOCC(O)C[N+](C)(C)CCCCCCCC.[Br-].[Br-],gemini cationic,,3.2975924015045166,55.2,,,,,8.0,train,CCCCCCCC[N+](C)(C)CC(O)COCCOCC(O)C[N+](C)(C)CCCCCCCC,,,CCCCCCCC[N+](C)(C)CC(O)COCCOCC(O)C[N+](C)(C)CCCCCCCC,489.43848,4.615200000000003,0.32735660561701996
CCCCCCn1cc[n+](COCCOC[n+]2ccn(CCCCCC)c2)c1.[Cl-].[Cl-],gemini cationic,25.0,2.58000000000001,53.4,2.57e-06,0.62,19.9,2.54819387796602,4.0,train,CCCCCCn1cc[n+](COCCOC[n+]2ccn(CCCCCC)c2)c1,-1.241877734880797,-0.5154827470505486,CCCCCCn1cc[n+](COCCOC[n+]2ccn(CCCCCC)c2)c1,472.2682,3.673600000000002,0.32684320211363443
CCCCCCCCCC(CCS(=O)(=O)[O-])OC(CC)CCCCC.[Na+],anionic,25.0,3.50100063641985,,,,,,7.0,train,CCCCCCCCCC(CCS(=O)(=O)[O-])OC(CC)CCCCC,,0.3069390823078115,CCCCCCCCCC(CCS(=O)(=O)[O-])OC(CC)CCCCC,492.3142,5.806500000000007,0.326724442960873
COCCOCCOCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,non-ionic,25.0,2.69897000433602,,,,,,,test,COCCOCCOCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,,-0.4092466330505238,COCCOCCOCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,476.52713,3.914400000000003,0.3264667918069401
CCCCCCCCCCCC(CCS(=O)(=O)[O-])Oc1cc(Cl)c(Cl)cc1Cl.[Na+],anionic,25.0,3.64092377394074,29.1,2.13e-06,0.78,42.9,4.5825161784008,2.0,train,CCCCCCCCCCCC(CCS(=O)(=O)[O-])Oc1cc(Cl)c(Cl)cc1Cl,0.4366445317434185,0.431885622167784,CCCCCCCCCCCC(CCS(=O)(=O)[O-])Oc1cc(Cl)c(Cl)cc1Cl,494.0643,7.250400000000006,0.3258023620612036
CCCCCCCCCCCCCC(C)COS(=O)(=O)[O-].[Na+],anionic,25.0,2.95900230757651,,,,,,4.0,val,CCCCCCCCCCCCCC(C)COS(=O)(=O)[O-],,-0.1770467473320684,CCCCCCCCCCCCCC(C)COS(=O)(=O)[O-],483.70584,4.800400000000004,0.3251401589743482
CCCCCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],anionic,25.0,2.92118081690115,,,,,,2.0,train,CCCCCCCCCCCCCCCOS(=O)(=O)[O-],,-0.2108200351239244,CCCCCCCCCCCCCCCOS(=O)(=O)[O-],482.8898,4.554400000000004,0.32497912998211814
CCCCCCCCC(=O)N[N+](C)(C)CCC[N+](C)(C)NC(=O)CCCCCCCC.[Br-].[Br-],gemini cationic,25.0,2.45099673797421,,,,,,4.0,val,CCCCCCCCC(=O)N[N+](C)(C)CCC[N+](C)(C)NC(=O)CCCCCCCC,,-0.6306782144075227,CCCCCCCCC(=O)N[N+](C)(C)CCC[N+](C)(C)NC(=O)CCCCCCCC,467.36877,5.092900000000004,0.32474452317342234
CCCCCn1cc[n+](COCCOC[n+]2ccn(CCCCC)c2)c1.[Cl-].[Cl-],gemini cationic,25.0,2.49000000000001,55.5,2.61e-06,0.6,18.1,2.41170332028032,,test,CCCCCn1cc[n+](COCCOC[n+]2ccn(CCCCC)c2)c1,-1.3544962910507998,-0.5958496455252106,CCCCCn1cc[n+](COCCOC[n+]2ccn(CCCCC)c2)c1,469.39407,2.8934000000000006,0.3239814952434595
CCCCCCC1(CCCCCC)OCC(C[N+](C)(C)C)O1.[Br-],cationic,25.0,2.05998184499234,29.2,1.98e-06,0.84,42.6,3.06848375338188,3.0,train,CCCCCCC1(CCCCCC)OCC(C[N+](C)(C)C)O1,-0.8125858076389766,-0.979841038922576,CCCCCCC1(CCCCCC)OCC(C[N+](C)(C)C)O1,438.5196,4.745100000000004,0.32363071187276016
CCCCCCCC[N+](CCCCC[N+](CCCCCCCC)(CC(C)O)CC(C)O)(CC(C)O)CC(C)O.[Br-].[Br-],gemini cationic,25.0,2.55752023093555,29.0,2.03e-06,1.23,43.0,3.79,,test,CCCCCCCC[N+](CCCCC[N+](CCCCCCCC)(CC(C)O)CC(C)O)(CC(C)O)CC(C)O,-0.2172617110487715,-0.535556406140963,CCCCCCCC[N+](CCCCC[N+](CCCCCCCC)(CC(C)O)CC(C)O)(CC(C)O)CC(C)O,472.73962,6.03450000000001,0.3221017568025417
CCCCCCCCCCOP(=O)([O-])OCC[N+](C)(C)CCCCCCCC,zwitterionic,25.0,4.0,,,,,,2.0,train,CCCCCCCCCCOP(=O)([O-])OCC[N+](C)(C)CCCCCCCC,,0.752528317771888,CCCCCCCCCCOP(=O)([O-])OCC[N+](C)(C)CCCCCCCC,497.99832,6.065600000000007,0.3210746368050498
CCCOCCOC(=O)C(N)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,non-ionic,25.0,2.00899555966925,,,,,,8.0,train,CCCOCCOC(=O)C(N)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,,-1.0253700346576973,CCCOCCOC(=O)C(N)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,433.61917,3.531900000000001,0.32063473072905635
CCCCCCCCCCCCCCCCOCCOCCOCCOS(=O)(=O)[O-].[Na+],anionic,25.0,4.0,,,,,,0.0,train,CCCCCCCCCCCCCCCCOCCOCCOCCOS(=O)(=O)[O-],,0.752528317771888,CCCCCCCCCCCCCCCCOCCOCCOCCOS(=O)(=O)[O-],498.06134,4.994300000000004,0.32057704235900375
CCCCCCCCCCC(O)Cn1cc[n+](CCCCCC[n+]2ccn(CC(O)CCCCCCCCCC)c2)c1.[Br-].[Br-],gemini cationic,25.0,2.97061622231479,35.2,3.52e-06,0.55,36.77,3.44009337496389,9.0,val,CCCCCCCCCCC(O)Cn1cc[n+](CCCCCC[n+]2ccn(CC(O)CCCCCCCCCC)c2)c1,-0.5059701724547722,-0.1666759217024604,CCCCCCCCCCC(O)Cn1cc[n+](CCCCCC[n+]2ccn(CC(O)CCCCCCCCCC)c2)c1,484.9445,7.908600000000011,0.32044756571592237
CCCCCCCCCCCCCCC=CS(=O)(=O)[O-].[Na+],anionic,25.0,3.12499664639996,,,,,,,test,CCCCCCCCCCCCCCC=CS(=O)(=O)[O-],,-0.0288195231588143,CCCCCCCCCCCCCCC=CS(=O)(=O)[O-],488.00558,5.136500000000005,0.3199067354075091
CCCCCCCCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],anionic,25.0,3.95860731484178,,,,,,8.0,train,CCCCCCCCCCCCCCCCCCOS(=O)(=O)[O-],,0.7155660763751733,CCCCCCCCCCCCCCCCCCOS(=O)(=O)[O-],497.9288,5.724700000000006,0.3190699905928095
CCCCCCCCCCC(CCCC)COS(=O)(=O)[O-].[Na+],anionic,25.0,2.63808338133136,,,,,,9.0,train,CCCCCCCCCCC(CCCC)COS(=O)(=O)[O-],,-0.4636162891558633,CCCCCCCCCCC(CCCC)COS(=O)(=O)[O-],476.68555,4.800400000000004,0.31822644649407794
CCCCCCCCCCCC[N+](C)(C)CCOCCOCC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25.0,3.03620000000002,,,,,,,test,CCCCCCCCCCCC[N+](C)(C)CCOCCOCC[N+](C)(C)CCCCCCCCCCCC,,-0.1081118683378637,CCCCCCCCCCCC[N+](C)(C)CCOCCOCC[N+](C)(C)CCCCCCCCCCCC,486.71793,9.014200000000004,0.3181960396364607
CCCCCCCCCCCCCCOC(=O)CCS(=O)(=O)[O-].[Na+],anionic,25.0,3.04599883231843,,,,,,2.0,val,CCCCCCCCCCCCCCOC(=O)CCS(=O)(=O)[O-],,-0.0993618487589315,CCCCCCCCCCCCCCOC(=O)CCS(=O)(=O)[O-],486.99118,4.166000000000003,0.31775549501152395
CCCCCCCCC[N+](CCCCC[N+](CCCCCCCCC)(CC(C)O)CC(C)O)(CC(C)O)CC(C)O.[Br-].[Br-],gemini cationic,25.0,2.64397414280688,28.0,1.98e-06,1.26,44.0,4.04,5.0,train,CCCCCCCCC[N+](CCCCC[N+](CCCCCCCCC)(CC(C)O)CC(C)O)(CC(C)O)CC(C)O,-0.0109863501748483,-0.4583560421620677,CCCCCCCCC[N+](CCCCC[N+](CCCCCCCCC)(CC(C)O)CC(C)O)(CC(C)O)CC(C)O,477.05826,6.814700000000012,0.317541745650757
Cn1cc[n+](CCC[Si](O[Si](C)(C)C)(O[Si](C)(C)C)O[Si](C)(C)C)c1.[Cl-],cationic,25.0,2.13076828026902,20.4,8.4e-07,1.98,52.1,5.42546060504538,4.0,train,Cn1cc[n+](CCC[Si](O[Si](C)(C)C)(O[Si](C)(C)C)O[Si](C)(C)C)c1,1.132159194954511,-0.9166311916196406,Cn1cc[n+](CCC[Si](O[Si](C)(C)C)(O[Si](C)(C)C)O[Si](C)(C)C)c1,448.85718,4.196100000000003,0.3173204943838988
CCCCCCCCCCCCCCCS(=O)(=O)[O-].[Na+],anionic,25.0,3.1390035632428,,,,,,2.0,train,CCCCCCCCCCCCCCCS(=O)(=O)[O-],,-0.0163118291160192,CCCCCCCCCCCCCCCS(=O)(=O)[O-],489.0762,4.622800000000004,0.31547177109086644
CCCCCCCCCCCCC(C)OS(=O)(=O)[O-].[Na+],anionic,25.0,2.48095996135166,,5.55e-07,2.99,,,3.0,train,CCCCCCCCCCCCC(C)OS(=O)(=O)[O-],,-0.6039220885058657,CCCCCCCCCCCCC(C)OS(=O)(=O)[O-],471.9085,4.162700000000004,0.3142612257681366
O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[Li+],anionic,25.0,2.30980391997149,,,,,,7.0,train,O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,,-0.756758535182812,O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,463.64505,2.4750999999999994,0.31339464291542285
CCCCCCCCCCCC[N+](C)(C)CCOCCO.[Br-],cationic,25.0,2.4000078224159,35.0,8.2e-07,2.08,36.83,3.2,8.0,val,CCCCCCCCCCCC[N+](C)(C)CCOCCO,-0.7040715627112302,-0.6762095588520542,CCCCCCCCCCCC[N+](C)(C)CCOCCO,468.52078,3.992600000000004,0.31330395015562906
CCCCCCCCCCOC(=O)C[N+](CC)(CC)c1ccc(C=NCCN=Cc2ccc([N+](CC)(CC)CC(=O)OCCCCCCCCCC)cc2)cc1.[Cl-].[Cl-],gemini cationic,25.0,2.54975089168064,37.6,1.05e-06,1.582,34.25,3.73048705578208,1.0,train,CCCCCCCCCCOC(=O)C[N+](CC)(CC)c1ccc(C=NCCN=Cc2ccc([N+](CC)(CC)CC(=O)OCCCCCCCCCC)cc2)cc1,-0.266365927229656,-0.542494158353347,CCCCCCCCCCOC(=O)C[N+](CC)(CC)c1ccc(C=NCCN=Cc2ccc([N+](CC)(CC)CC(=O)OCCCCCCCCCC)cc2)cc1,475.07663,11.286599999999993,0.31270199839344465
CCCCCCCCCCCC(=O)NCCC[N+](C)(C)Cc1ccccc1.[Cl-],cationic,25.0,3.59176003468815,29.2,9.51e-06,1.75,43.27,5.86,,test,CCCCCCCCCCCC(=O)NCCC[N+](C)(C)Cc1ccccc1,1.490698276987313,0.3879840972661435,CCCCCCCCCCCC(=O)NCCC[N+](C)(C)Cc1ccccc1,495.5866,5.690200000000005,0.3119729295064633
C(=Nc1cc[n+](CCCCCCCCCCCC[n+]2ccc(N=Cc3ccccc3)cc2)cc1)c1ccccc1.[Br-].[Br-],gemini cationic,,2.396411657333374,41.0,,,,,0.0,train,C(=Nc1cc[n+](CCCCCCCCCCCC[n+]2ccc(N=Cc3ccccc3)cc2)cc1)c1ccccc1,,,C(=Nc1cc[n+](CCCCCCCCCCCC[n+]2ccc(N=Cc3ccccc3)cc2)cc1)c1ccccc1,468.87457,8.364000000000008,0.3116377510993902
CCCCCCCCCCCCCCCCCC[N+](C)(C)CCN(CCC(=O)NCCN(CCC(=O)OC)CCC(=O)OC)CCC(=O)NCCN(CCC(=O)OC)CCC(=O)OC.[Br-],cationic,,3.854048252105713,41.2,,,,,8.0,train,CCCCCCCCCCCCCCCCCC[N+](C)(C)CCN(CCC(=O)NCCN(CCC(=O)OC)CCC(=O)OC)CCC(=O)NCCN(CCC(=O)OC)CCC(=O)OC,,,CCCCCCCCCCCCCCCCCC[N+](C)(C)CCN(CCC(=O)NCCN(CCC(=O)OC)CCC(=O)OC)CCC(=O)NCCN(CCC(=O)OC)CCC(=O)OC,498.0723,5.495300000000015,0.311428813594102
CCCCCCCCCCCCCC[N+](CC)(CC)CC.[Br-],cationic,25.0,2.50863830616573,,,,,,,test,CCCCCCCCCCCCCC[N+](CC)(CC)CC,,-0.5792062804212096,CCCCCCCCCCCCCC[N+](CC)(CC)CC,473.92386,6.564000000000007,0.31121274228587603
CCCCCCCCCCOCCOCCOCCOCCO,non-ionic,25.0,3.16749108729376,,,,,,1.0,train,CCCCCCCCCCOCCOCCOCCOCCO,,0.0091265481417359,CCCCCCCCCCOCCOCCOCCOCCO,490.3558,3.1858000000000017,0.3109897870971391
CCCCCCCCCCCC(CCC)COS(=O)(=O)[O-].[Na+],anionic,25.0,2.69897000433602,,,,,,1.0,train,CCCCCCCCCCCC(CCC)COS(=O)(=O)[O-],,-0.4092466330505238,CCCCCCCCCCCC(CCC)COS(=O)(=O)[O-],480.49585,4.800400000000004,0.3105894384503999
CCCCCCCCCC[N+]1(CC#CC[N+]2(CCCCCCCCCC)CCCCC2)CCCCC1.[Br-].[Br-],gemini cationic,25.0,2.22497239990116,,,,,,4.0,train,CCCCCCCCCC[N+]1(CC#CC[N+]2(CCCCCCCCCC)CCCCC2)CCCCC1,,-0.8325101591932951,CCCCCCCCCC[N+]1(CC#CC[N+]2(CCCCCCCCCC)CCCCC2)CCCCC1,459.23465,9.272600000000002,0.310533551808712
CCCCCCCCCC[N+](CC)(CC)CC(=O)NCCNC(=O)C[N+](CC)(CC)CCCCCCCCCC.[Cl-].[Cl-],gemini cationic,25.0,2.17263072694617,45.6,9e-07,1.85,26.4,2.6,4.0,train,CCCCCCCCCC[N+](CC)(CC)CC(=O)NCCNC(=O)C[N+](CC)(CC)CCCCCCCCCC,-1.199132428808646,-0.8792494693751576,CCCCCCCCCC[N+](CC)(CC)CC(=O)NCCNC(=O)C[N+](CC)(CC)CCCCCCCCCC,455.41248,7.213400000000006,0.31030912446410475
CCCCCCCCCC[N+]1(CC#CC[N+]2(CCCCCCCCCC)CCCC2)CCCC1.[Br-].[Br-],gemini cationic,25.0,2.27498727465884,,,,,,4.0,train,CCCCCCCCCC[N+]1(CC#CC[N+]2(CCCCCCCCCC)CCCC2)CCCC1,,-0.7878485996169239,CCCCCCCCCC[N+]1(CC#CC[N+]2(CCCCCCCCCC)CCCC2)CCCC1,462.96756,8.492400000000007,0.30935645054109595
CCCC(CCC)(CCC)[Si]O[Si](C)(CCSCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)O[Si]C(CCC)(CCC)CCC,non-ionic,25.0,3.69897000433602,31.1,1.28e-06,1.3,40.9,5.69,,test,CCCC(CCC)(CCC)[Si]O[Si](C)(CCSCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)O[Si]C(CCC)(CCC)CCC,1.3504310315930452,0.4837189055568321,CCCC(CCC)(CCC)[Si]O[Si](C)(CCSCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)O[Si]C(CCC)(CCC)CCC,497.18256,8.422500000000017,0.3080471761083133
CCCCCCCCCC(CCS(=O)(=O)[O-])OCC.[Na+],anionic,25.0,2.30102999566398,,,,,,7.0,train,CCCCCCCCCC(CCS(=O)(=O)[O-])OCC,,-0.764593347227768,CCCCCCCCCC(CCS(=O)(=O)[O-])OCC,465.07764,3.467500000000002,0.3077978479101376
CCCCCCCCCCCCCC[N+](C)(C)CCCCCC[N+](C)(C)CCCCCC.[Br-].[Br-],gemini cationic,25.0,2.29200425357707,,,,,,3.0,train,CCCCCCCCCCCCCC[N+](C)(C)CCCCCC[N+](C)(C)CCCCCC,,-0.7726530238717366,CCCCCCCCCCCCCC[N+](C)(C)CCCCCC[N+](C)(C)CCCCCC,464.7678,8.981000000000005,0.3071721811719517
CCCCCCCCCc1ccc(OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OS(=O)[O-])cc1.[Na+],anionic,25.0,4.52287874528034,34.1,1.29e-06,1.288,37.87,5.73,6.0,train,CCCCCCCCCc1ccc(OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OS(=O)[O-])cc1,1.3834350893328728,1.2194410181774853,CCCCCCCCCc1ccc(OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OS(=O)[O-])cc1,502.83322,6.583200000000008,0.30706760543576017
CCCCCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCO,non-ionic,25.0,5.76955107862173,32.8,4.37e-06,0.38,39.2,6.53913654069039,0.0,train,CCCCCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCO,2.0510548170416247,2.332676449786569,CCCCCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCO,505.18698,5.576200000000006,0.30701516643813553
CCCCCCCCc1ccccc1OOCCOCCOCC,non-ionic,25.0,4.01300446027562,,,,,,9.0,train,CCCCCCCCc1ccccc1OOCCOCCOCC,,0.7641408526462048,CCCCCCCCc1ccccc1OOCCOCCOCC,499.88556,4.9531000000000045,0.30658123651174796
CCCCCCCCCCCC1=NCC[N+]1(CCCCCC[N+]1(CCNCCN)CCN=C1CCCCCCCCCCC)CCNCCN.[Br-].[Br-],gemini cationic,,3.010394096374512,28.3,,,,,2.0,val,CCCCCCCCCCCC1=NCC[N+]1(CCCCCC[N+]1(CCNCCN)CCN=C1CCCCCCCCCCC)CCNCCN,,,CCCCCCCCCCCC1=NCC[N+]1(CCCCCC[N+]1(CCNCCN)CCN=C1CCCCCCCCCCC)CCNCCN,488.54922,7.943000000000009,0.3064283128512251
CCCCCCCC(CCCCCCC)COS(=O)(=O)[O-].[Na+],anionic,25.0,2.55299710153384,,,,,,4.0,train,CCCCCCCC(CCCCCCC)COS(=O)(=O)[O-],,-0.5395954048233518,CCCCCCCC(CCCCCCC)COS(=O)(=O)[O-],476.95667,4.800400000000004,0.30625795158269453
CCCCCCCCCCCCCCCC[N+](C)(C)CC(=O)[O-],zwitterionic,23.0,4.69897000433602,32.3,4.13e-06,0.402067570744273,39.7,,0.0,train,CCCCCCCCCCCCCCCC[N+](C)(C)CC(=O)[O-],,1.3766844441641877,CCCCCCCCCCCCCCCC[N+](C)(C)CC(=O)[O-],503.7851,4.294000000000003,0.30572323655277106
CCCCCCCCCCCCCCCCCC(=O)OC(C)C(=O)NCCCN(C)C,non-ionic,,3.734290838241577,29.0,,,,,7.0,train,CCCCCCCCCCCCCCCCCC(=O)OC(C)C(=O)NCCCN(C)C,,,CCCCCCCCCCCCCCCCCC(=O)OC(C)C(=O)NCCCN(C)C,497.8929,6.247500000000006,0.30513284783592876
CCCCCCCCCOC([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,sugar-based non-ionic,25.0,2.67778070526608,,5.7e-06,0.57,,3.4,5.0,train,CCCCCCCCCOC([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,-0.5390512740120919,-0.4281679469072251,CCCCCCCCCOC([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,481.5332,-0.4495999999999994,0.3038296609145363
CCCCCCCCCc1ccccc1OOCCOCCOCCOCCOCC,non-ionic,25.0,3.32799455497705,,,,,,6.0,train,CCCCCCCCCc1ccccc1OOCCOCCOCCOCCOCC,,0.1524506136098935,CCCCCCCCCc1ccccc1OOCCOCCOCCOCCOCC,493.8626,5.376400000000006,0.3036482792262644
CCCCCCCCCC[N+](C)(C)CCOc1ccc(C=NNC(=O)C(=O)NN=Cc2ccc(OCC[N+](C)(C)CCCCCCCCCC)cc2)cc1.[Cl-].[Cl-],gemini cationic,,3.1432697772979736,41.4,,,,,4.0,val,CCCCCCCCCC[N+](C)(C)CCOc1ccc(C=NNC(=O)C(=O)NN=Cc2ccc(OCC[N+](C)(C)CCCCCCCCCC)cc2)cc1,,,CCCCCCCCCC[N+](C)(C)CCOc1ccc(C=NNC(=O)C(=O)NN=Cc2ccc(OCC[N+](C)(C)CCCCCCCCCC)cc2)cc1,491.3127,8.478800000000007,0.30354759215222893
CCCCCCCCCCCCCCCC[N+](C)(C)CCOC1OC(CO)C(O)C(O)C1O.[Br-],cationic,25.0,3.29242982390206,39.1,1.33e-06,1.25,32.9,4.19,1.0,train,CCCCCCCCCCCCCCCC[N+](C)(C)CCOC1OC(CO)C(O)C(O)C1O,0.1127788663495059,0.1206925343700894,CCCCCCCCCCCCCCCC[N+](C)(C)CCOC1OC(CO)C(O)C(O)C1O,493.50284,3.360600000000002,0.3030631573109794
CCCCCCCCCCCC[N+](C)(C)CCCC.[Br-],cationic,25.0,2.1249387366083,,,,,,7.0,val,CCCCCCCCCCCC[N+](C)(C)CCCC,,-0.9218367732144708,CCCCCCCCCCCC[N+](C)(C)CCCC,454.50656,5.783800000000007,0.30296190049173
CCCCn1cc[n+](COCCCCCCOC[n+]2ccn(CCCC)c2)c1.[Cl-].[Cl-],gemini cationic,25.0,2.54,39.4,2.53e-06,0.65,32.6,2.83078087061117,,test,CCCCn1cc[n+](COCCCCCCOC[n+]2ccn(CCCC)c2)c1,-1.0087147993361767,-0.5512013685948516,CCCCn1cc[n+](COCCCCCCOC[n+]2ccn(CCCC)c2)c1,477.61337,3.673600000000002,0.30212788334085755
CCCCCCCCCC(CCCCC)COS(=O)(=O)[O-].[Na+],anionic,25.0,2.52302353424047,,,,,,7.0,train,CCCCCCCCCC(CCCCC)COS(=O)(=O)[O-],,-0.5663607674854598,CCCCCCCCCC(CCCCC)COS(=O)(=O)[O-],477.1507,4.800400000000004,0.3016035733711863
CCCCCCCCCCCC[N+](C)(C)CC(=O)Nc1ccccc1.[Cl-],cationic,25.0,2.95467702121334,33.3,2.09e-06,0.79,38.7,3.73,7.0,train,CCCCCCCCCCCC[N+](C)(C)CC(=O)Nc1ccccc1,-0.2667677976585131,-0.1809090789989873,CCCCCCCCCCCC[N+](C)(C)CC(=O)Nc1ccccc1,488.47092,5.622400000000005,0.3015357782279835
CCCCCCCCCCO[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O,sugar-based non-ionic,25.0,3.15490195998574,28.0,3.13e-06,0.53,43.97,4.49798840936277,2.0,train,CCCCCCCCCCO[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O,0.3669005474946692,-0.0021151087054665,CCCCCCCCCCO[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O,492.10428,0.9435999999999996,0.300056349548526
CCCCCCCCCCn1cc[n+](CCCC[n+]2ccn(CCCCCCCCCC)c2)c1.[Br-].[Br-],gemini cationic,25.0,2.29499204066666,,,,,,5.0,train,CCCCCCCCCCn1cc[n+](CCCC[n+]2ccn(CCCCCCCCCC)c2)c1,,-0.7699850329640368,CCCCCCCCCCn1cc[n+](CCCC[n+]2ccn(CCCCCCCCCC)c2)c1,467.56168,7.626400000000009,0.29954661839000096
OCCOCCOCCSCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,non-ionic,25.0,4.60205999132796,,,,,,9.0,train,OCCOCCOCCSCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,,1.2901471422019997,OCCOCCOCCSCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,503.95386,4.874000000000003,0.29947341409674233
CCCCCCCCCCCCC(CC)COS(=O)(=O)[O-].[Na+],anionic,25.0,2.82390874094432,,,,,,3.0,train,CCCCCCCCCCCCC(CC)COS(=O)(=O)[O-],,-0.2976806468221706,CCCCCCCCCCCCC(CC)COS(=O)(=O)[O-],486.21167,4.800400000000004,0.2994458130970533
CCCCCCCCCCOC(=O)CC[N+](C)(C)CCC(=O)OCCCCCCCCCC.[Br-],cationic,25.0,2.30102999566398,35.0,3.53e-06,0.47,37.0,2.72280543222767,1.0,train,CCCCCCCCCCOC(=O)CC[N+](C)(C)CCC(=O)OCCCCCCCCCC,-1.0978054894084832,-0.764593347227768,CCCCCCCCCCOC(=O)CC[N+](C)(C)CCC(=O)OCCCCCCCCCC,468.6799,7.210800000000009,0.2972083140116151
CCCCCCCCCCCCCC(C)OS(=O)(=O)[O-].[Na+],anionic,25.0,2.76700388960785,,5.25e-07,3.16,,,4.0,train,CCCCCCCCCCCCCC(C)OS(=O)(=O)[O-],,-0.3484947180452132,CCCCCCCCCCCCCC(C)OS(=O)(=O)[O-],485.3916,4.552800000000004,0.2971987863614776
CCCCCCCCOOCCOCCOCCOCCOCC,non-ionic,25.0,1.95900230757651,,,,,,7.0,train,CCCCCCCCOOCCOCCOCCOCCOCC,,-1.0700122859394243,CCCCCCCCOOCCOCCOCCOCCOCC,439.4079,3.381400000000003,0.29689334559021613
CCCCCCCCCCCC(=O)N(C)CC(=O)O,sugar-based non-ionic,25.0,3.63078414258986,26.1,4.34e-06,0.38,45.87,4.67,0.0,train,CCCCCCCCCCCC(=O)N(C)CC(=O)O,0.508827559227438,0.4228312807972657,CCCCCCCCCCCC(=O)N(C)CC(=O)O,498.12653,3.4503000000000013,0.2966352279471621
OCCOCCOCCOCCOCCOCCOCCOCCSCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,non-ionic,25.0,4.3190302815341,,,,,,8.0,train,OCCOCCOCCOCCOCCOCCOCCOCCSCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,,1.0374113649540415,OCCOCCOCCOCCOCCOCCOCCOCCSCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,502.9017,4.957000000000005,0.2962797764535891
CCCCCCCCCC[N+]1(CCCC[N+]2(CCCCCCCCCC)CCCC2)CCCC1.[Br-].[Br-],gemini cationic,25.0,2.24003014244569,39.1,,,32.87,,4.0,train,CCCCCCCCCC[N+]1(CCCC[N+]2(CCCCCCCCCC)CCCC2)CCCC1,,-0.819064114011808,CCCCCCCCCC[N+]1(CCCC[N+]2(CCCCCCCCCC)CCCC2)CCCC1,465.49112,9.269200000000003,0.29625123539895304
CCCCCCCCCCCOC1[CH][C@H](O)[C@@H](O)C(O)O1,non-ionic,25.0,3.52302353424047,,,,,,0.0,train,CCCCCCCCCCCOC1[CH][C@H](O)[C@@H](O)C(O)O1,,0.3266047711218961,CCCCCCCCCCCOC1[CH][C@H](O)[C@@H](O)C(O)O1,497.20346,2.13459,0.29597383825293955
CCCCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1CO.[Cl-],cationic,25.0,3.60205999132796,42.3,1.85e-06,0.89,29.7,4.04,1.0,val,CCCCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1CO,-0.0109863501748483,0.3971816035946438,CCCCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1CO,497.98535,7.236600000000009,0.2957618471400812
